Code,GeoFips,GeoName,TimePeriod,Description,CL_UNIT,UNIT_MULT,DataValue,NoteRef,PI
SARPI-2,35000,New Mexico,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"38,053",,38053.0
SAINC1-3,36000,New York,2014,Per capita personal income (dollars),Dollars,0,"55,290",,55290.0
SAINC1-2,36000,New York,2014,Population (persons),Number of persons,0,"20,002,008",,20002008.0
SARPI-4,36000,New York,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,833",,37833.0
SARPI-2,36000,New York,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,362",,50362.0
SAINC1-3,37000,North Carolina,2014,Per capita personal income (dollars),Dollars,0,"40,293",,40293.0
SAINC1-2,37000,North Carolina,2014,Population (persons),Number of persons,0,"9,880,220",,9880220.0
SARPI-4,37000,North Carolina,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,980",,33980.0
SARPI-2,37000,North Carolina,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,367",,41367.0
SAINC1-3,38000,North Dakota,2014,Per capita personal income (dollars),Dollars,0,"57,523",,57523.0
SAINC1-2,38000,North Dakota,2014,Population (persons),Number of persons,0,"744,395",,744395.0
SARPI-4,38000,North Dakota,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"45,645",,45645.0
SARPI-2,38000,North Dakota,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"60,366",,60366.0
SAINC1-3,39000,Ohio,2014,Per capita personal income (dollars),Dollars,0,"42,829",,42829.0
SAINC1-2,39000,Ohio,2014,Population (persons),Number of persons,0,"11,648,446",,11648446.0
SARPI-4,39000,Ohio,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,593",,36593.0
SARPI-2,39000,Ohio,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,894",,44894.0
SAINC1-3,40000,Oklahoma,2014,Per capita personal income (dollars),Dollars,0,"46,614",,46614.0
SAINC1-2,40000,Oklahoma,2014,Population (persons),Number of persons,0,"3,871,583",,3871583.0
SARPI-4,40000,Oklahoma,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,021",,33021.0
SARPI-2,40000,Oklahoma,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,907",,48907.0
SAINC1-3,41000,Oregon,2014,Per capita personal income (dollars),Dollars,0,"42,134",,42134.0
SAINC1-2,41000,Oregon,2014,Population (persons),Number of persons,0,"3,965,387",,3965387.0
SARPI-4,41000,Oregon,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,629",,34629.0
SARPI-2,41000,Oregon,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,441",,41441.0
SAINC1-3,42000,Pennsylvania,2014,Per capita personal income (dollars),Dollars,0,"48,063",,48063.0
SAINC1-2,42000,Pennsylvania,2014,Population (persons),Number of persons,0,"12,880,463",,12880463.0
SARPI-4,42000,Pennsylvania,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"39,556",,39556.0
SARPI-2,42000,Pennsylvania,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,400",,48400.0
SAINC1-3,44000,Rhode Island,2014,Per capita personal income (dollars),Dollars,0,"47,199",,47199.0
SAINC1-2,44000,Rhode Island,2014,Population (persons),Number of persons,0,"1,073,041",,1073041.0
SARPI-4,44000,Rhode Island,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,514",,37514.0
SARPI-2,44000,Rhode Island,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,938",,46938.0
SAINC1-3,45000,South Carolina,2014,Per capita personal income (dollars),Dollars,0,"38,152",,38152.0
SAINC1-2,45000,South Carolina,2014,Population (persons),Number of persons,0,"4,792,246",,4792246.0
SARPI-4,45000,South Carolina,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,241",,34241.0
SARPI-2,45000,South Carolina,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,410",,39410.0
SAINC1-3,46000,South Dakota,2014,Per capita personal income (dollars),Dollars,0,"47,488",,47488.0
SAINC1-2,46000,South Dakota,2014,Population (persons),Number of persons,0,"847,634",,847634.0
SARPI-4,46000,South Dakota,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,209",,38209.0
SARPI-2,46000,South Dakota,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,954",,50954.0
SAINC1-3,47000,Tennessee,2014,Per capita personal income (dollars),Dollars,0,"40,753",,40753.0
SAINC1-2,47000,Tennessee,2014,Population (persons),Number of persons,0,"6,558,710",,6558710.0
SARPI-4,47000,Tennessee,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,980",,33980.0
SARPI-2,47000,Tennessee,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,657",,42657.0
SAINC1-3,48000,Texas,2014,Per capita personal income (dollars),Dollars,0,"47,370",,47370.0
SAINC1-2,48000,Texas,2014,Population (persons),Number of persons,0,"26,907,878",,26907878.0
SARPI-4,48000,Texas,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,526",,34526.0
SARPI-2,48000,Texas,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,593",,46593.0
SAINC1-3,49000,Utah,2014,Per capita personal income (dollars),Dollars,0,"38,168",,38168.0
SAINC1-2,49000,Utah,2014,Population (persons),Number of persons,0,"2,950,652",,2950652.0
SARPI-4,49000,Utah,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"30,520",,30520.0
SARPI-2,49000,Utah,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"38,169",,38169.0
SAINC1-3,50000,Vermont,2014,Per capita personal income (dollars),Dollars,0,"47,641",,47641.0
SAINC1-2,50000,Vermont,2014,Population (persons),Number of persons,0,"633,827",,633827.0
SARPI-4,50000,Vermont,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"43,114",,43114.0
SARPI-2,50000,Vermont,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"47,780",,47780.0
SAINC1-3,51000,Virginia,2014,Per capita personal income (dollars),Dollars,0,"50,318",,50318.0
SAINC1-2,51000,Virginia,2014,Population (persons),Number of persons,0,"8,333,578",,8333578.0
SARPI-4,51000,Virginia,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,476",,36476.0
SARPI-2,51000,Virginia,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"47,368",,47368.0
SAINC1-3,53000,Washington,2014,Per capita personal income (dollars),Dollars,0,"50,890",,50890.0
SAINC1-2,53000,Washington,2014,Population (persons),Number of persons,0,"7,068,026",,7068026.0
SARPI-4,53000,Washington,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,165",,37165.0
SARPI-2,53000,Washington,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,014",,48014.0
SAINC1-3,54000,West Virginia,2014,Per capita personal income (dollars),Dollars,0,"36,570",,36570.0
SAINC1-2,54000,West Virginia,2014,Population (persons),Number of persons,0,"1,853,014",,1853014.0
SARPI-4,54000,West Virginia,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,631",,34631.0
SARPI-2,54000,West Virginia,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,454",,39454.0
SAINC1-3,55000,Wisconsin,2014,Per capita personal income (dollars),Dollars,0,"44,709",,44709.0
SAINC1-2,55000,Wisconsin,2014,Population (persons),Number of persons,0,"5,778,371",,5778371.0
SARPI-4,55000,Wisconsin,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,035",,37035.0
SARPI-2,55000,Wisconsin,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"46,395",,46395.0
SAINC1-3,56000,Wyoming,2014,Per capita personal income (dollars),Dollars,0,"57,749",,57749.0
SAINC1-2,56000,Wyoming,2014,Population (persons),Number of persons,0,"580,949",,580949.0
SARPI-4,56000,Wyoming,2014,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,437",,38437.0
SARPI-2,56000,Wyoming,2014,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"57,256",,57256.0
SAINC1-3,01000,Alabama,2015,Per capita personal income (dollars),Dollars,0,"38,531",,38531.0
SAINC1-2,01000,Alabama,2015,Population (persons),Number of persons,0,"4,908,162",,4908162.0
SARPI-4,01000,Alabama,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,807",,33807.0
SARPI-2,01000,Alabama,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"41,926",,41926.0
SARPI-4,02000,Alaska,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"42,125",,42125.0
SARPI-2,02000,Alaska,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"53,609",,53609.0
SAINC1-3,02000,Alaska *,2015,Per capita personal income (dollars),Dollars,0,"57,575",*,57575.0
SAINC1-2,02000,Alaska *,2015,Population (persons),Number of persons,0,"739,127",*,739127.0
SAINC1-3,04000,Arizona,2015,Per capita personal income (dollars),Dollars,0,"40,334",,40334.0
SAINC1-2,04000,Arizona,2015,Population (persons),Number of persons,0,"6,714,328",,6714328.0
SARPI-4,04000,Arizona,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,050",,34050.0
SARPI-2,04000,Arizona,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"39,329",,39329.0
SAINC1-3,05000,Arkansas,2015,Per capita personal income (dollars),Dollars,0,"39,968",,39968.0
SAINC1-2,05000,Arkansas,2015,Population (persons),Number of persons,0,"2,970,352",,2970352.0
SARPI-4,05000,Arkansas,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"33,099",,33099.0
SARPI-2,05000,Arkansas,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,089",,43089.0
SAINC1-3,06000,California,2015,Per capita personal income (dollars),Dollars,0,"54,546",,54546.0
SAINC1-2,06000,California,2015,Population (persons),Number of persons,0,"38,966,055",,38966055.0
SARPI-4,06000,California,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,079",,36079.0
SARPI-2,06000,California,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"48,575",,48575.0
SAINC1-3,08000,Colorado,2015,Per capita personal income (dollars),Dollars,0,"52,339",,52339.0
SAINC1-2,08000,Colorado,2015,Population (persons),Number of persons,0,"5,442,196",,5442196.0
SARPI-4,08000,Colorado,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,282",,38282.0
SARPI-2,08000,Colorado,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,383",,49383.0
SAINC1-3,09000,Connecticut,2015,Per capita personal income (dollars),Dollars,0,"67,321",,67321.0
SAINC1-2,09000,Connecticut,2015,Population (persons),Number of persons,0,"3,611,995",,3611995.0
SARPI-4,09000,Connecticut,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"42,172",,42172.0
SARPI-2,09000,Connecticut,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"61,871",,61871.0
SAINC1-3,10000,Delaware,2015,Per capita personal income (dollars),Dollars,0,"47,868",,47868.0
SAINC1-2,10000,Delaware,2015,Population (persons),Number of persons,0,"944,596",,944596.0
SARPI-4,10000,Delaware,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"41,178",,41178.0
SARPI-2,10000,Delaware,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"47,220",,47220.0
SAINC1-3,11000,District of Columbia,2015,Per capita personal income (dollars),Dollars,0,"75,623",,75623.0
SAINC1-2,11000,District of Columbia,2015,Population (persons),Number of persons,0,"665,633",,665633.0
SARPI-4,11000,District of Columbia,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"52,925",,52925.0
SARPI-2,11000,District of Columbia,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"64,234",,64234.0
SAINC1-3,12000,Florida,2015,Per capita personal income (dollars),Dollars,0,"45,659",,45659.0
SAINC1-2,12000,Florida,2015,Population (persons),Number of persons,0,"20,145,580",,20145580.0
SARPI-4,12000,Florida,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,941",,37941.0
SARPI-2,12000,Florida,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"43,534",,43534.0
SAINC1-3,13000,Georgia,2015,Per capita personal income (dollars),Dollars,0,"41,941",,41941.0
SAINC1-2,13000,Georgia,2015,Population (persons),Number of persons,0,"10,191,467",,10191467.0
SARPI-4,13000,Georgia,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,741",,34741.0
SARPI-2,13000,Georgia,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,879",,42879.0
SARPI-4,15000,Hawaii,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,893",,34893.0
SARPI-2,15000,Hawaii,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,336",,42336.0
SAINC1-3,15000,Hawaii *,2015,Per capita personal income (dollars),Dollars,0,"47,777",*,47777.0
SAINC1-2,15000,Hawaii *,2015,Population (persons),Number of persons,0,"1,446,479",*,1446479.0
SAINC1-3,16000,Idaho,2015,Per capita personal income (dollars),Dollars,0,"39,386",,39386.0
SAINC1-2,16000,Idaho,2015,Population (persons),Number of persons,0,"1,662,421",,1662421.0
SARPI-4,16000,Idaho,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"31,739",,31739.0
SARPI-2,16000,Idaho,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"40,757",,40757.0
SAINC1-3,17000,Illinois,2015,Per capita personal income (dollars),Dollars,0,"51,443",,51443.0
SAINC1-2,17000,Illinois,2015,Population (persons),Number of persons,0,"12,964,764",,12964764.0
SARPI-4,17000,Illinois,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"38,376",,38376.0
SARPI-2,17000,Illinois,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,813",,50813.0
SAINC1-3,18000,Indiana,2015,Per capita personal income (dollars),Dollars,0,"42,667",,42667.0
SAINC1-2,18000,Indiana,2015,Population (persons),Number of persons,0,"6,628,556",,6628556.0
SARPI-4,18000,Indiana,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"35,449",,35449.0
SARPI-2,18000,Indiana,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"45,053",,45053.0
SAINC1-3,19000,Iowa,2015,Per capita personal income (dollars),Dollars,0,"46,104",,46104.0
SAINC1-2,19000,Iowa,2015,Population (persons),Number of persons,0,"3,136,111",,3136111.0
SARPI-4,19000,Iowa,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,512",,37512.0
SARPI-2,19000,Iowa,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,056",,50056.0
SAINC1-3,20000,Kansas,2015,Per capita personal income (dollars),Dollars,0,"47,332",,47332.0
SAINC1-2,20000,Kansas,2015,Population (persons),Number of persons,0,"2,922,671",,2922671.0
SARPI-4,20000,Kansas,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"36,321",,36321.0
SARPI-2,20000,Kansas,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"49,429",,49429.0
SAINC1-3,21000,Kentucky,2015,Per capita personal income (dollars),Dollars,0,"39,232",,39232.0
SAINC1-2,21000,Kentucky,2015,Population (persons),Number of persons,0,"4,443,606",,4443606.0
SARPI-4,21000,Kentucky,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,539",,34539.0
SARPI-2,21000,Kentucky,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"42,077",,42077.0
SAINC1-3,22000,Louisiana,2015,Per capita personal income (dollars),Dollars,0,"43,113",,43113.0
SAINC1-2,22000,Louisiana,2015,Population (persons),Number of persons,0,"4,670,563",,4670563.0
SARPI-4,22000,Louisiana,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"34,783",,34783.0
SARPI-2,22000,Louisiana,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,592",,44592.0
SAINC1-3,23000,Maine,2015,Per capita personal income (dollars),Dollars,0,"43,672",,43672.0
SAINC1-2,23000,Maine,2015,Population (persons),Number of persons,0,"1,335,653",,1335653.0
SARPI-4,23000,Maine,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"40,646",,40646.0
SARPI-2,23000,Maine,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"44,529",,44529.0
SAINC1-3,24000,Maryland,2015,Per capita personal income (dollars),Dollars,0,"55,825",,55825.0
SAINC1-2,24000,Maryland,2015,Population (persons),Number of persons,0,"6,049,289",,6049289.0
SARPI-4,24000,Maryland,2015,Real per capita PCE (constant (2012) dollars),Constant 2012 dollars,0,"37,435",,37435.0
SARPI-2,24000,Maryland,2015,Real per capita personal income (constant (2012) dollars),Constant 2012 dollars,0,"50,858",,50858.0
